Train_Acc_Fold_1,Val_Acc_Fold_1,Train_Loss_Fold_1,Val_Loss_Fold_1,Train_Acc_Fold_2,Val_Acc_Fold_2,Train_Loss_Fold_2,Val_Loss_Fold_2,Train_Acc_Fold_3,Val_Acc_Fold_3,Train_Loss_Fold_3,Val_Loss_Fold_3,Train_Acc_Fold_4,Val_Acc_Fold_4,Train_Loss_Fold_4,Val_Loss_Fold_4,Train_Acc_Fold_5,Val_Acc_Fold_5,Train_Loss_Fold_5,Val_Loss_Fold_5
0.2582249939441681,0.31040000915527344,2.6136200428009033,2.3080475330352783,0.25802499055862427,0.30809998512268066,2.621652126312256,2.294905662536621,0.2667500078678131,0.3386000096797943,2.587692975997925,2.170823574066162,0.26034998893737793,0.31220000982284546,2.6077563762664795,2.267275094985962,0.26304998993873596,0.3407999873161316,2.5764219760894775,2.1916284561157227
0.367249995470047,0.35199999809265137,2.0604701042175293,2.1679162979125977,0.36972498893737793,0.3763999938964844,2.0555899143218994,2.010591506958008,0.3698999881744385,0.3610999882221222,2.0452680587768555,2.085383892059326,0.3702250123023987,0.3646000027656555,2.0452659130096436,2.0341596603393555,0.3780750036239624,0.40369999408721924,2.0234920978546143,1.934874176979065
0.42080000042915344,0.38690000772476196,1.8715180158615112,2.0104048252105713,0.4204750061035156,0.42879998683929443,1.8772364854812622,1.829624056816101,0.42160001397132874,0.4034999907016754,1.857857584953308,1.9359678030014038,0.42022499442100525,0.388700008392334,1.874178171157837,2.051474094390869,0.42294999957084656,0.44020000100135803,1.8523869514465332,1.815355896949768
0.4596250057220459,0.44290000200271606,1.738464593887329,1.8406097888946533,0.4620499908924103,0.45840001106262207,1.7292253971099854,1.7393581867218018,0.45969998836517334,0.4489000141620636,1.731091022491455,1.7994378805160522,0.4595000147819519,0.43389999866485596,1.7375123500823975,1.8975658416748047,0.4675999879837036,0.4424999952316284,1.7020490169525146,1.7980798482894897
0.4907749891281128,0.39100000262260437,1.6176565885543823,2.051492691040039,0.4946250021457672,0.40220001339912415,1.6123459339141846,2.0530529022216797,0.49482500553131104,0.4377000033855438,1.6016409397125244,1.8770722150802612,0.4931749999523163,0.4668000042438507,1.6135730743408203,1.7310394048690796,0.5017499923706055,0.4124000072479248,1.5836209058761597,2.0460598468780518
0.5298749804496765,0.4499000012874603,1.4961551427841187,1.8724044561386108,0.5302249789237976,0.48080000281333923,1.4872033596038818,1.7064142227172852,0.5319749712944031,0.48649999499320984,1.4878569841384888,1.687221884727478,0.522599995136261,0.47679999470710754,1.5083664655685425,1.719732642173767,0.5348250269889832,0.4787999987602234,1.4771654605865479,1.6934703588485718
0.5608500242233276,0.48489999771118164,1.3936512470245361,1.7202928066253662,0.55902498960495,0.4359999895095825,1.3913500308990479,1.9501802921295166,0.5570999979972839,0.4535999894142151,1.389371633529663,1.8852719068527222,0.5562250018119812,0.4596000015735626,1.399416446685791,1.810917615890503,0.5633749961853027,0.48730000853538513,1.3692604303359985,1.6817795038223267
0.5894749760627747,0.5011000037193298,1.287232756614685,1.691788911819458,0.5846250057220459,0.4722000062465668,1.2942934036254883,1.7875144481658936,0.5906749963760376,0.49410000443458557,1.282081961631775,1.7159265279769897,0.5791500210762024,0.5078999996185303,1.3054695129394531,1.6366726160049438,0.592199981212616,0.5069000124931335,1.2711106538772583,1.650557041168213
0.6137999892234802,0.48980000615119934,1.197851538658142,1.8205230236053467,0.6169250011444092,0.51910001039505,1.1891118288040161,1.6228816509246826,0.614175021648407,0.5095999836921692,1.193876028060913,1.619966745376587,0.6075999736785889,0.4925999939441681,1.211031436920166,1.7277244329452515,0.6187999844551086,0.5047000050544739,1.1828367710113525,1.6983119249343872
0.6347000002861023,0.5105999708175659,1.1233183145523071,1.6752314567565918,0.6401500105857849,0.47110000252723694,1.1078897714614868,1.8422346115112305,0.6425250172615051,0.5181000232696533,1.0995334386825562,1.6507121324539185,0.6365500092506409,0.5126000046730042,1.1240402460098267,1.6907490491867065,0.643975019454956,0.5177000164985657,1.093940019607544,1.6815451383590698
