Train_Acc_Fold_1,Val_Acc_Fold_1,Train_Loss_Fold_1,Val_Loss_Fold_1,Train_Acc_Fold_2,Val_Acc_Fold_2,Train_Loss_Fold_2,Val_Loss_Fold_2,Train_Acc_Fold_3,Val_Acc_Fold_3,Train_Loss_Fold_3,Val_Loss_Fold_3,Train_Acc_Fold_4,Val_Acc_Fold_4,Train_Loss_Fold_4,Val_Loss_Fold_4,Train_Acc_Fold_5,Val_Acc_Fold_5,Train_Loss_Fold_5,Val_Loss_Fold_5
0.04417499899864197,0.08839999884366989,4.331100940704346,4.02939510345459,0.04492500051856041,0.09099999815225601,4.33135986328125,4.014216899871826,0.03962500020861626,0.08609999716281891,4.375530242919922,4.021092891693115,0.04675000160932541,0.09139999747276306,4.32663631439209,3.9676315784454346,0.04729999974370003,0.09070000052452087,4.319178104400635,4.003957271575928
0.08962500095367432,0.12489999830722809,3.9606809616088867,3.7809557914733887,0.09179999679327011,0.13699999451637268,3.941347599029541,3.7485768795013428,0.08992499858140945,0.12929999828338623,3.96968936920166,3.762148380279541,0.09312500059604645,0.12380000203847885,3.9420506954193115,3.752610206604004,0.09547500312328339,0.1274999976158142,3.934019088745117,3.775038242340088
0.11749999970197678,0.1429000049829483,3.8021819591522217,3.681352376937866,0.11704999953508377,0.15039999783039093,3.783733606338501,3.641129732131958,0.11590000241994858,0.14920000731945038,3.8119726181030273,3.6817917823791504,0.12205000221729279,0.14810000360012054,3.7803547382354736,3.657848834991455,0.12072499841451645,0.14910000562667847,3.7819840908050537,3.685039758682251
0.13432499766349792,0.1574999988079071,3.7083117961883545,3.5953598022460938,0.13332499563694,0.16750000417232513,3.691376209259033,3.570646047592163,0.1342500001192093,0.1559000015258789,3.7037315368652344,3.602050304412842,0.13692499697208405,0.1525000035762787,3.6865217685699463,3.6025750637054443,0.13750000298023224,0.15710000693798065,3.6858839988708496,3.596430540084839
0.14534999430179596,0.17339999973773956,3.621269941329956,3.5165066719055176,0.14612500369548798,0.18240000307559967,3.612247943878174,3.497097969055176,0.1468999981880188,0.1770000010728836,3.6270980834960938,3.5194594860076904,0.14994999766349792,0.16349999606609344,3.610579013824463,3.5363590717315674,0.15212500095367432,0.16779999434947968,3.600245237350464,3.5230555534362793
0.15907500684261322,0.17820000648498535,3.5581390857696533,3.4973011016845703,0.1579750031232834,0.18060000240802765,3.554098129272461,3.4810738563537598,0.15657499432563782,0.18610000610351562,3.5650651454925537,3.4726643562316895,0.1587499976158142,0.17030000686645508,3.553377628326416,3.4848742485046387,0.1590999960899353,0.16910000145435333,3.5543196201324463,3.5070502758026123
0.1644749939441681,0.18809999525547028,3.5166101455688477,3.425506353378296,0.16862499713897705,0.19120000302791595,3.501225709915161,3.428743839263916,0.16522499918937683,0.19110000133514404,3.512864112854004,3.420504331588745,0.17010000348091125,0.17990000545978546,3.502152681350708,3.4445078372955322,0.16792500019073486,0.1826999932527542,3.497039794921875,3.459696054458618
0.17364999651908875,0.19679999351501465,3.4624617099761963,3.374884843826294,0.17675000429153442,0.2003999948501587,3.448153018951416,3.3620262145996094,0.17354999482631683,0.19869999587535858,3.464416027069092,3.3903565406799316,0.17739999294281006,0.1826000064611435,3.4517343044281006,3.423602819442749,0.17287500202655792,0.193900004029274,3.4587371349334717,3.422096014022827
0.18022499978542328,0.1941000074148178,3.4258832931518555,3.388887405395508,0.18232500553131104,0.2054000049829483,3.411060094833374,3.347900867462158,0.17977499961853027,0.19990000128746033,3.419522762298584,3.3874874114990234,0.1855500042438507,0.1875,3.411153793334961,3.4100050926208496,0.18037499487400055,0.19939999282360077,3.4129254817962646,3.3758926391601562
0.18422499299049377,0.2046000063419342,3.3866355419158936,3.354631185531616,0.18687500059604645,0.21819999814033508,3.375408887863159,3.308270215988159,0.18809999525547028,0.21040000021457672,3.378925323486328,3.328721046447754,0.18867500126361847,0.19709999859333038,3.3823540210723877,3.3600945472717285,0.18892499804496765,0.19580000638961792,3.3734610080718994,3.364997625350952
